seed,strength,passive_gaussian_fraction,explicit_repulsive_fraction,passive_energy,repulsive_energy
11,1.7,1.0,0.13,-0.684359861023149,-0.0382374987102721
11,1.72,1.0,0.13,-0.6943598610231491,-0.038068498710272104
11,1.74,1.0,0.13,-0.7043598610231491,-0.0378994987102721
11,1.76,1.0,0.1275,-0.7143598610231491,-0.037736205853568044
11,1.78,1.0,0.1275,-0.7243598610231491,-0.03757364335356804
11,1.8,1.0,0.1275,-0.7343598610231491,-0.03741108085356804
23,0.0,0.3525,0.3525,-0.08326115983474346,-0.08326115983474346
23,0.02,0.3625,0.3475,-0.08454223940397439,-0.08204595006801149
23,0.04,0.375,0.3375,-0.08590029803517546,-0.08088021806700853
23,0.06,0.3825,0.3275,-0.0873219232537559,-0.07978578594318228
23,0.08,0.3875,0.3225,-0.08881523424245794,-0.07872353849591397
23,0.1,0.3925,0.31,-0.09034418106027187,-0.07771301897279659
23,0.12,0.4025,0.3025,-0.0919199811547062,-0.0767808065531864
23,0.14,0.4025,0.295,-0.09354004365470621,-0.07589677101176048
23,0.16,0.4125,0.29,-0.09521135673246986,-0.07503470394337841
23,0.18,0.425,0.29,-0.09698658463209718,-0.0741937039433784
23,0.2,0.4275,0.2775,-0.09880625623125018,-0.07338926284869281
23,0.22,0.435,0.2725,-0.10065972274984891,-0.07263917561807112
23,0.24,0.445,0.2725,-0.10259796752470815,-0.07189661311807113
23,0.26,0.4525,0.265,-0.10460825866332517,-0.07116827658337598
23,0.28,0.49,0.2625,-0.10682142321665107,-0.0704702480496232
23,0.3,0.5075,0.2625,-0.10930013341924913,-0.06978118554962319
23,0.32,0.53,0.26,-0.11190792798585297,-0.06910394330217133
23,0.34,0.5475,0.2575,-0.11480968039689665,-0.06842835079122829
23,0.36,0.57,0.255,-0.11794902018742534,-0.06776966842671478
23,0.38,0.5825,0.255,-0.12129457934479876,-0.06711941842671479
23,0.4,0.615,0.2525,-0.12484724924723543,-0.06648149372350076
23,0.42,0.645,0.25,-0.1288575085933145,-0.06584879353213652
23,0.44,0.6625,0.245,-0.1331087453331669,-0.0652274933043383
23,0.46,0.6925,0.24,-0.1376461243764311,-0.06463276163741764
23,0.48,0.695,0.24,-0.14247322064478646,-0.06405676163741764
