omega,k,ReG,ImG
36.29,0.0,-0.006373659622128891,0.0095031606802147
36.300000000000004,0.0,-0.006372679221957197,0.00949865137091732
36.31,0.0,-0.006371698616292556,0.009494144765387732
36.32,0.0,-0.0063707178056917,0.009489640861589365
36.33,0.0,-0.006369736790710616,0.009485139657487648
36.34,0.0,-0.006368755571904543,0.009480641151049988
36.35,0.0,-0.006367774149827973,0.00947614534024579
36.36,0.0,-0.006366792525034653,0.00947165222304643
36.37,0.0,-0.00636581069807759,0.009467161797425268
36.38,0.0,-0.00636482866950904,0.009462674061357638
36.39,0.0,-0.0063638464398805186,0.009458189012820856
36.4,0.0,-0.0063628640097428074,0.009453706649794206
36.410000000000004,0.0,-0.006361881379645938,0.009449226970258932
36.42,0.0,-0.006360898550139211,0.00944474997219827
36.43,0.0,-0.0063599155217711825,0.009440275653597393
36.44,0.0,-0.006358932295089677,0.009435804012443457
36.45,0.0,-0.006357948870641778,0.00943133504672556
36.46,0.0,-0.006356965248973838,0.009426868754434773
36.47,0.0,-0.006355981430631475,0.009422405133564115
36.480000000000004,0.0,-0.00635499741615957,0.009417944182108548
36.49,0.0,-0.006354013206102277,0.009413485898065005
36.5,0.0,-0.006353028801003018,0.009409030279432346
36.51,0.0,-0.006352044201404484,0.009404577324211386
36.52,0.0,-0.006351059407848634,0.00940012703040487
36.53,0.0,-0.006350074420876708,0.009395679396017506
36.54,0.0,-0.006349089241029212,0.009391234419055918
36.550000000000004,0.0,-0.006348103868845926,0.00938679209752867
36.56,0.0,-0.006347118304865908,0.009382352429446263
36.57,0.0,-0.006346132549627494,0.009377915412821127
36.58,0.0,-0.006345146603668291,0.00937348104566761
36.59,0.0,-0.00634416046752519,0.009369049326001997
36.6,0.0,-0.0063431741417343595,0.00936462025184249
36.61,0.0,-0.006342187626831247,0.009360193821209211
36.62,0.0,-0.00634120092335058,0.009355770032124197
36.63,0.0,-0.006340214031826371,0.009351348882611401
36.64,0.0,-0.006339226952791917,0.009346930370696697
36.65,0.0,-0.006338239686779796,0.009342514494407862
36.660000000000004,0.0,-0.006337252234321871,0.009338101251774571
36.67,0.0,-0.006336264595949296,0.009333690640828429
36.68,0.0,-0.006335276772192504,0.009329282659602922
36.69,0.0,-0.006334288763581225,0.009324877306133442
36.7,0.0,-0.00633330057064447,0.009320474578457283
36.71,0.0,-0.006332312193910547,0.009316074474613634
36.72,0.0,-0.0063313236339070525,0.009311676992643578
36.730000000000004,0.0,-0.006330334891160872,0.009307282130590077
36.74,0.0,-0.006329345966198188,0.009302889886498003
36.75,0.0,-0.00632835685954448,0.009298500258414099
36.76,0.0,-0.006327367571724514,0.009294113244386991
36.77,0.0,-0.006326378103262355,0.00928972884246719
36.78,0.0,-0.006325388454681373,0.009285347050707092
36.79,0.0,-0.006324398626504224,0.00928096786716096
36.800000000000004,0.0,-0.00632340861925287,0.009276591289884933
36.81,0.0,-0.006322418433448572,0.009272217316937028
36.82,0.0,-0.00632142806961189,0.009267845946377123
36.83,0.0,-0.006320437528262689,0.00926347717626697
36.84,0.0,-0.006319446809920133,0.00925911100467018
36.85,0.0,-0.006318455915102691,0.009254747429652231
36.86,0.0,-0.006317464844328139,0.009250386449280458
36.87,0.0,-0.0063164735981135565,0.009246028061624055
36.88,0.0,-0.006315482176975328,0.009241672264754065
36.89,0.0,-0.006314490581429153,0.0092373190567434
36.9,0.0,-0.006313498811990028,0.009232968435666808
36.910000000000004,0.0,-0.006312506869172268,0.009228620399600885
36.92,0.0,-0.006311514753489497,0.009224274946624086
36.93,0.0,-0.006310522465454646,0.009219932074816696
36.94,0.0,-0.006309530005579963,0.009215591782260847
36.95,0.0,-0.006308537374377007,0.009211254067040505
36.96,0.0,-0.006307544572356654,0.009206918927241486
36.97,0.0,-0.00630655160002909,0.009202586360951427
36.980000000000004,0.0,-0.006305558457903821,0.009198256366259795
36.99,0.0,-0.006304565146489671,0.009193928941257905
37.0,0.0,-0.006303571666294778,0.00918960408403888
37.01,0.0,-0.006302578017826601,0.009185281792697675
37.02,0.0,-0.006301584201591921,0.00918096206533107
37.03,0.0,-0.0063005902180968375,0.009176644900037667
37.04,0.0,-0.006299596067846771,0.009172330294917881
37.050000000000004,0.0,-0.006298601751346463,0.00916801824807394
37.06,0.0,-0.006297607269099987,0.009163708757609898
37.07,0.0,-0.0062966126216107325,0.009159401821631611
37.08,0.0,-0.006295617809381415,0.009155097438246745
37.09,0.0,-0.006294622832914081,0.009150795605564772
37.1,0.0,-0.006293627692710103,0.009146496321696979
37.11,0.0,-0.006292632389270178,0.00914219958475644
37.12,0.0,-0.006291636923094336,0.00913790539285804
37.13,0.0,-0.006290641294681935,0.009133613744118451
37.14,0.0,-0.006289645504531663,0.009129324636656156
37.15,0.0,-0.006288649553141546,0.009125038068591421
37.160000000000004,0.0,-0.006287653441008933,0.009120754038046299
37.17,0.0,-0.006286657168630517,0.009116472543144648
37.18,0.0,-0.006285660736502318,0.009112193582012096
37.19,0.0,-0.006284664145119695,0.009107917152776063
37.2,0.0,-0.006283667394977339,0.009103643253565746
37.21,0.0,-0.006282670486569287,0.009099371882512136
37.22,0.0,-0.0062816734203889075,0.009095103037747986
37.230000000000004,0.0,-0.006280676196928908,0.009090836717407824
37.24,0.0,-0.006279678816681341,0.009086572919627969
37.25,0.0,-0.006278681280137593,0.009082311642546493
37.26,0.0,-0.006277683587788398,0.009078052884303241
37.27,0.0,-0.006276685740123833,0.009073796643039832
37.28,0.0,-0.006275687737633312,0.009069542916899643
37.29,0.0,-0.006274689580805601,0.009065291704027815
37.300000000000004,0.0,-0.006273691270128806,0.009061043002571243
37.31,0.0,-0.006272692806090386,0.009056796810678596
37.32,0.0,-0.006271694189177137,0.009052553126500282
37.33,0.0,-0.006270695419875214,0.00904831194818847
37.34,0.0,-0.006269696498670113,0.009044073273897073
37.35,0.0,-0.006268697426046684,0.00903983710178177
37.36,0.0,-0.0062676982024891265,0.009035603429999971
37.37,0.0,-0.0062666988284809915,0.009031372256710834
37.38,0.0,-0.006265699304505184,0.009027143580075262
37.39,0.0,-0.006264699631043958,0.009022917398255902
37.4,0.0,-0.006263699808578926,0.00901869370941713
37.410000000000004,0.0,-0.006262699837591056,0.009014472511725066
37.42,0.0,-0.006261699718560669,0.009010253803347563
37.43,0.0,-0.006260699451967444,0.009006037582454203
37.44,0.0,-0.00625969903829042,0.009001823847216298
37.45,0.0,-0.00625869847800799,0.008997612595806887
37.46,0.0,-0.006257697771597911,0.00899340382640074
37.47,0.0,-0.0062566969195372996,0.008989197537174346
37.480000000000004,0.0,-0.006255695922302629,0.00898499372630591
37.49,0.0,-0.006254694780369742,0.008980792391975367
37.5,0.0,-0.006253693494213837,0.008976593532364359
37.51,0.0,-0.006252692064309483,0.008972397145656251
37.52,0.0,-0.006251690491130607,0.008968203230036113
37.53,0.0,-0.00625068877515051,0.008964011783690733
37.54,0.0,-0.006249686916841848,0.008959822804808601
37.550000000000004,0.0,-0.006248684916676654,0.008955636291579914
37.56,0.0,-0.006247682775126326,0.008951452242196579
37.57,0.0,-0.0062466804926616295,0.0089472706548522
37.58,0.0,-0.006245678069752701,0.008943091527742083
37.59,0.0,-0.0062446755068690475,0.008938914859063224
37.6,0.0,-0.006243672804479548,0.008934740647014333
37.61,0.0,-0.006242669963052455,0.008930568889795798
37.62,0.0,-0.00624166698305539,0.008926399585609698
37.63,0.0,-0.006240663864955352,0.008922232732659812
37.64,0.0,-0.006239660609218717,0.008918068329151603
37.65,0.0,-0.006238657216311228,0.008913906373292212
37.660000000000004,0.0,-0.006237653686698016,0.008909746863290472
37.67,0.0,-0.006236650020843584,0.008905589797356894
37.68,0.0,-0.006235646219211808,0.008901435173703669
37.69,0.0,-0.006234642282265954,0.008897282990544665
37.7,0.0,-0.006233638210468658,0.00889313324609542
37.71,0.0,-0.006232634004281942,0.008888985938573155
37.72,0.0,-0.0062316296641672115,0.008884841066196754
37.730000000000004,0.0,-0.006230625190585246,0.008880698627186769
37.74,0.0,-0.006229620583996221,0.00887655861976543
37.75,0.0,-0.006228615844859684,0.008872421042156619
37.76,0.0,-0.006227610973634573,0.008868285892585884
37.77,0.0,-0.006226605970779211,0.008864153169280437
37.78,0.0,-0.006225600836751309,0.008860022870469149
37.79,0.0,-0.006224595572007964,0.008855894994382545
37.800000000000004,0.0,-0.006223590177005659,0.008851769539252801
37.81,0.0,-0.006222584652200271,0.00884764650331376
37.82,0.0,-0.006221578998047064,0.008843525884800897
37.83,0.0,-0.00622057321500069,0.008839407681951345
37.84,0.0,-0.006219567303515199,0.008835291893003883
37.85,0.0,-0.006218561264044026,0.008831178516198938
37.86,0.0,-0.006217555097040007,0.008827067549778573
37.87,0.0,-0.006216548802955364,0.008822958991986492
37.88,0.0,-0.00621554238224172,0.00881885284106804
37.89,0.0,-0.0062145358353500905,0.008814749095270203
37.9,0.0,-0.0062135291627308875,0.008810647752841592
37.910000000000004,0.0,-0.00621252236483392,0.008806548812032454
37.92,0.0,-0.006211515442108398,0.008802452271094673
37.93,0.0,-0.006210508395002925,0.008798358128281754
37.94,0.0,-0.006209501223965509,0.008794266381848832
37.95,0.0,-0.006208493929443557,0.008790177030052658
37.96,0.0,-0.006207486511883874,0.008786090071151623
37.97,0.0,-0.006206478971732673,0.008782005503405722
37.980000000000004,0.0,-0.006205471309435562,0.008777923325076577
37.99,0.0,-0.006204463525437562,0.008773843534427426
38.0,0.0,-0.006203455620183091,0.00876976612972312
38.01,0.0,-0.006202447594115974,0.008765691109230122
38.02,0.0,-0.006201439447679442,0.008761618471216504
38.03,0.0,-0.006200431181316138,0.008757548213951957
38.04,0.0,-0.0061994227954681016,0.008753480335707768
38.050000000000004,0.0,-0.006198414290576791,0.00874941483475683
38.06,0.0,-0.006197405667083069,0.008745351709373647
38.07,0.0,-0.0061963969254272095,0.008741290957834316
38.08,0.0,-0.006195388066048896,0.008737232578416536
38.09,0.0,-0.006194379089387223,0.008733176569399599
38.1,0.0,-0.0061933699958807015,0.0087291229290644
38.11,0.0,-0.006192360785967249,0.008725071655693424
38.12,0.0,-0.006191351460084203,0.008721022747570745
38.13,0.0,-0.0061903420186683105,0.008716976202982025
38.14,0.0,-0.006189332462155739,0.008712932020214519
38.15,0.0,-0.006188322790982068,0.008708890197557068
38.160000000000004,0.0,-0.006187313005582297,0.008704850733300087
38.17,0.0,-0.006186303106390839,0.008700813625735585
38.18,0.0,-0.0061852930938415315,0.008696778873157144
38.19,0.0,-0.006184282968367626,0.008692746473859925
38.2,0.0,-0.006183272730401796,0.00868871642614066
38.21,0.0,-0.006182262380376139,0.008684688728297666
38.22,0.0,-0.006181251918722168,0.008680663378630826
38.230000000000004,0.0,-0.006180241345870821,0.008676640375441587
38.24,0.0,-0.006179230662252462,0.00867261971703298
38.25,0.0,-0.006178219868296877,0.008668601401709589
38.26,0.0,-0.0061772089644332746,0.008664585427777568
38.27,0.0,-0.006176197951090287,0.008660571793544626
38.28,0.0,-0.006175186828695982,0.00865656049732005
38.29,0.0,-0.006174175597677846,0.008652551537414673
38.300000000000004,0.0,-0.006173164258462795,0.008648544912140881
38.31,0.0,-0.006172152811477173,0.00864454061981263
38.32,0.0,-0.006171141257146757,0.008640538658745417
38.33,0.0,-0.006170129595896747,0.008636539027256295
38.34,0.0,-0.006169117828151781,0.008632541723663864
38.35,0.0,-0.006168105954335925,0.008628546746288279
38.36,0.0,-0.006167093974872676,0.008624554093451232
38.37,0.0,-0.006166081890184969,0.008620563763475966
38.38,0.0,-0.006165069700695163,0.008616575754687255
38.39,0.0,-0.006164057406825062,0.00861259006541143
38.4,0.0,-0.006163045008995903,0.008608606693976352
38.410000000000004,0.0,-0.006162032507628351,0.008604625638711408
38.42,0.0,-0.00616101990314252,0.008600646897947541
38.43,0.0,-0.006160007195957952,0.008596670470017213
38.44,0.0,-0.006158994386493629,0.00859269635325442
38.45,0.0,-0.006157981475167977,0.00858872454599468
38.46,0.0,-0.006156968462398853,0.008584755046575056
38.47,0.0,-0.006155955348603564,0.008580787853334122
38.480000000000004,0.0,-0.006154942134198852,0.008576822964611978
38.49,0.0,-0.006153928819600903,0.008572860378750253
38.5,0.0,-0.006152915405225345,0.008568900094092087
38.51,0.0,-0.006151901891487249,0.008564942108982145
38.52,0.0,-0.006150888278801129,0.0085609864217666
38.53,0.0,-0.006149874567580949,0.008557033030793153
38.54,0.0,-0.006148860758240113,0.008553081934411007
38.550000000000004,0.0,-0.0061478468511914726,0.008549133130970879
38.56,0.0,-0.006146832846847331,0.008545186618824996
38.57,0.0,-0.00614581874561943,0.008541242396327094
38.58,0.0,-0.006144804547918969,0.00853730046183241
38.59,0.0,-0.00614379025415659,0.008533360813697686
38.6,0.0,-0.006142775864742394,0.008529423450281173
38.61,0.0,-0.006141761380085919,0.008525488369942612
38.62,0.0,-0.006140746800596164,0.00852155557104325
38.63,0.0,-0.0061397321266815795,0.008517625051945824
38.64,0.0,-0.006138717358750068,0.008513696811014576
38.65,0.0,-0.0061377024972089815,0.008509770846615231
38.660000000000004,0.0,-0.006136687542465132,0.008505847157115007
38.67,0.0,-0.006135672494924784,0.008501925740882621
38.68,0.0,-0.006134657354993656,0.008498006596288264
38.69,0.0,-0.006133642123076926,0.008494089721703625
38.7,0.0,-0.006132626799579227,0.008490175115501866
38.71,0.0,-0.00613161138490465,0.008486262776057641
38.72,0.0,-0.006130595879456747,0.008482352701747081
38.730000000000004,0.0,-0.006129580283638527,0.008478444890947795
38.74,0.0,-0.006128564597852456,0.00847453934203887
38.75,0.0,-0.006127548822500469,0.00847063605340087
38.76,0.0,-0.006126532957983954,0.008466735023415833
38.77,0.0,-0.006125517004703764,0.008462836250467261
38.78,0.0,-0.006124500963060217,0.00845893973294014
38.79,0.0,-0.006123484833453092,0.008455045469220913
38.800000000000004,0.0,-0.006122468616281634,0.008451153457697494
38.81,0.0,-0.006121452311944549,0.008447263696759263
38.82,0.0,-0.006120435920840012,0.008443376184797064
38.83,0.0,-0.006119419443365666,0.008439490920203198
38.84,0.0,-0.0061184028799186165,0.008435607901371423
38.85,0.0,-0.006117386230895438,0.008431727126696969
38.86,0.0,-0.006116369496692178,0.008427848594576511
38.87,0.0,-0.006115352677704344,0.00842397230340818
38.88,0.0,-0.0061143357743269205,0.00842009825159156
38.89,0.0,-0.006113318786954363,0.008416226437527692
38.9,0.0,-0.006112301715980591,0.00841235685961906
38.910000000000004,0.0,-0.006111284561799003,0.008408489516269591
38.92,0.0,-0.006110267324802469,0.008404624405884676
38.93,0.0,-0.006109250005383327,0.008400761526871133
38.94,0.0,-0.006108232603933394,0.008396900877637229
38.95,0.0,-0.00610721512084396,0.008393042456592668
38.96,0.0,-0.006106197556505792,0.008389186262148603
38.97,0.0,-0.006105179911309128,0.008385332292717616
38.980000000000004,0.0,-0.006104162185643687,0.008381480546713723
38.99,0.0,-0.006103144379898668,0.008377631022552385
39.0,0.0,-0.006102126494462739,0.008373783718650486
39.01,0.0,-0.006101108529724055,0.008369938633426343
39.02,0.0,-0.006100090486070244,0.008366095765299699
39.03,0.0,-0.006099072363888423,0.008362255112691735
39.04,0.0,-0.00609805416356518,0.008358416674025048
39.050000000000004,0.0,-0.006097035885486588,0.008354580447723659
39.06,0.0,-0.006096017530038203,0.008350746432213016
39.07,0.0,-0.006094999097605066,0.00834691462591999
39.08,0.0,-0.006093980588571695,0.008343085027272861
39.09,0.0,-0.0060929620033220964,0.00833925763470133
39.1,0.0,-0.0060919433422397615,0.008335432446636525
39.11,0.0,-0.006090924605707666,0.008331609461510972
39.12,0.0,-0.006089905794108271,0.00832778867775862
39.13,0.0,-0.006088886907823526,0.00832397009381482
39.14,0.0,-0.006087867947234867,0.008320153708116344
39.15,0.0,-0.006086848912723217,0.00831633951910136
39.160000000000004,0.0,-0.00608582980466899,0.008312527525209445
39.17,0.0,-0.006084810623452089,0.008308717724881587
39.18,0.0,-0.006083791369451904,0.008304910116560168
39.19,0.0,-0.006082772043047319,0.008301104698688973
39.2,0.0,-0.006081752644616711,0.008297301469713187
39.21,0.0,-0.006080733174537944,0.008293500428079394
39.22,0.0,-0.006079713633188377,0.008289701572235573
39.230000000000004,0.0,-0.006078694020944862,0.008285904900631092
39.24,0.0,-0.006077674338183749,0.008282110411716722
39.25,0.0,-0.0060766545852808775,0.00827831810394462
39.26,0.0,-0.006075634762611582,0.008274527975768328
39.27,0.0,-0.006074614870550698,0.008270740025642778
39.28,0.0,-0.006073594909472553,0.008266954252024295
39.29,0.0,-0.006072574879750975,0.008263170653370584
39.300000000000004,0.0,-0.006071554781759286,0.008259389228140724
39.31,0.0,-0.006070534615870312,0.008255609974795195
39.32,0.0,-0.0060695143824563745,0.00825183289179584
39.33,0.0,-0.006068494081889294,0.008248057977605883
39.34,0.0,-0.006067473714540393,0.008244285230689928
39.35,0.0,-0.006066453280780497,0.008240514649513956
39.36,0.0,-0.006065432780979933,0.008236746232545318
39.37,0.0,-0.006064412215508526,0.008232979978252735
39.38,0.0,-0.006063391584735608,0.008229215885106299
39.39,0.0,-0.006062370889030014,0.008225453951577474
39.4,0.0,-0.006061350128760083,0.008221694176139088
39.410000000000004,0.0,-0.006060329304293663,0.008217936557265333
39.42,0.0,-0.006059308415998099,0.00821418109343177
39.43,0.0,-0.006058287464240249,0.008210427783115318
39.44,0.0,-0.006057266449386478,0.008206676624794256
39.45,0.0,-0.006056245371802653,0.008202927616948219
39.46,0.0,-0.006055224231854159,0.008199180758058214
39.47,0.0,-0.006054203029905877,0.008195436046606584
39.480000000000004,0.0,-0.0060531817663222074,0.00819169348107704
39.49,0.0,-0.006052160441467058,0.00818795305995464
39.5,0.0,-0.006051139055703848,0.008184214781725799
39.51,0.0,-0.006050117609395505,0.008180478644878275
39.52,0.0,-0.006049096102904469,0.008176744647901172
39.53,0.0,-0.006048074536592698,0.00817301278928495
39.54,0.0,-0.006047052910821656,0.00816928306752141
39.550000000000004,0.0,-0.006046031225952324,0.008165555481103684
39.56,0.0,-0.006045009482345201,0.008161830028526272
39.57,0.0,-0.006043987680360295,0.00815810670828499
39.58,0.0,-0.006042965820357134,0.008154385518877004
39.59,0.0,-0.006041943902694759,0.00815066645880081
39.6,0.0,-0.006040921927731731,0.008146949526556252
39.61,0.0,-0.006039899895826128,0.008143234720644496
39.62,0.0,-0.006038877807335546,0.008139522039568048
39.63,0.0,-0.006037855662617098,0.008135811481830737
39.64,0.0,-0.006036833462027419,0.008132103045937731
39.65,0.0,-0.006035811205922663,0.00812839673039552
39.660000000000004,0.0,-0.006034788894658503,0.008124692533711918
39.67,0.0,-0.006033766528590136,0.008120990454396071
39.68,0.0,-0.006032744108072283,0.008117290490958448
39.69,0.0,-0.00603172163345918,0.008113592641910831
39.7,0.0,-0.006030699105104593,0.008109896905766327
39.71,0.0,-0.00602967652336181,0.008106203281039368
39.72,0.0,-0.006028653888583642,0.008102511766245695
39.730000000000004,0.0,-0.006027631201122423,0.008098822359902363
39.74,0.0,-0.006026608461330019,0.008095135060527755
39.75,0.0,-0.006025585669557817,0.00809144986664155
39.76,0.0,-0.006024562826156733,0.008087766776764751
39.77,0.0,-0.006023539931477208,0.00808408578941966
39.78,0.0,-0.006022516985869214,0.008080406903129894
39.79,0.0,-0.00602149398968225,0.008076730116420378
39.800000000000004,0.0,-0.006020470943265345,0.008073055427817333
39.81,0.0,-0.006019447846967057,0.008069382835848299
39.82,0.0,-0.006018424701135475,0.008065712339042101
39.83,0.0,-0.006017401506118216,0.008062043935928876
39.84,0.0,-0.006016378262262436,0.008058377625040056
39.85,0.0,-0.006015354969914816,0.008054713404908372
39.86,0.0,-0.00601433162942157,0.008051051274067852
39.87,0.0,-0.006013308241128452,0.008047391231053816
39.88,0.0,-0.0060122848053807436,0.008043733274402878
39.89,0.0,-0.006011261322523264,0.008040077402652949
39.9,0.0,-0.006010237792900366,0.008036423614343221
39.910000000000004,0.0,-0.006009214216855937,0.008032771908014179
39.92,0.0,-0.006008190594733408,0.008029122282207604
39.93,0.0,-0.006007166926875737,0.008025474735466545
39.94,0.0,-0.006006143213625427,0.008021829266335352
39.95,0.0,-0.006005119455324511,0.008018185873359644
39.96,0.0,-0.006004095652314573,0.008014544555086336
39.97,0.0,-0.006003071804936726,0.008010905310063614
39.980000000000004,0.0,-0.006002047913531627,0.008007268136840941
39.99,0.0,-0.006001023978439472,0.008003633033969063
40.0,0.0,-0.006,0.008
0.0,2.0,0.24509803921568626,0.0
0.01,2.0,0.24509239011772183,0.0012014344627677175
0.02,2.0,0.24507544431687112,0.002402709856870724
0.03,2.0,0.24504720629127558,0.0036036671836997907
0.04,2.0,0.24500768350121782,0.004804147584691874
0.05,2.0,0.2449568863841959,0.00600399241119135
0.06,2.0,0.24489482834803628,0.007203043294117329
0.07,2.0,0.24482152576205318,0.00840114221337286
0.08,2.0,0.24473699794626594,0.009598131566932276
0.09,2.0,0.24464126715868667,0.010793854239543434
0.1,2.0,0.24453435858069503,0.011988153670982205
0.11,2.0,0.24441630030051717,0.013180873923797277
0.12,2.0,0.24428712329482882,0.014371859750484115
0.13,2.0,0.2441468614085061,0.015560956660027886
0.14,2.0,0.2439955513325473,0.01674801098375601
0.15,2.0,0.2438332325801935,0.017932869940442263
0.16,2.0,0.24365994746127612,0.01911538170060534
0.17,2.0,0.24347574105482295,0.020295395449946067
0.18,2.0,0.24328066117995498,0.021472761451868973
0.19,2.0,0.24307475836510933,0.022647331109035048
0.2,2.0,0.24285808581562435,0.02381895702389411
0.21,2.0,0.24263069937972645,0.024987493058146976
0.22,2.0,0.24239265751295733,0.026152794391088814
0.23,2.0,0.2421440212410843,0.027314717576787075
0.24,2.0,0.24188485412153737,0.028473120600049126
0.25,2.0,0.24161522220341677,0.029627862931136333
0.26,2.0,0.24133519398611838,0.03077880557918325
0.27,2.0,0.24104484037662388,0.03192581114428276
0.28,2.0,0.24074423464550407,0.033068743868199246
0.29,2.0,0.2404334523816864,0.034207469683675
0.3,2.0,0.24011257144603634,0.0353418562622956
0.31,2.0,0.2397816719238057,0.036471773060883714
0.32,2.0,0.2394408360759992,0.03759709136639123
0.33,2.0,0.23909014828971478,0.038717684339263134
0.34,2.0,0.23872969502750954,0.03983342705524753
0.35000000000000003,2.0,0.23835956477584833,0.040944196545629266
0.36,2.0,0.23797984799268887,0.042049871835865955
0.37,2.0,0.23759063705425956,0.04315033398260804
0.38,2.0,0.23719202620108623,0.04424546610908618
0.39,2.0,0.23678411148332362,0.04533515343885157
0.4,2.0,0.23636699070544834,0.0464192833278571
0.41000000000000003,2.0,0.23594076337037,0.04749774529486915
0.42,2.0,0.23550553062301627,0.04857043105020194
0.43,2.0,0.23506139519344846,0.04963723452276864
0.44,2.0,0.2346084613395641,0.05069805188544541
0.45,2.0,0.23414683478944182,0.051752781578746444
0.46,2.0,0.23367662268338396,0.05280132433281033
0.47000000000000003,2.0,0.23319793351571244,0.05384358318770005
0.48,2.0,0.23271087707637161,0.05487946351202047
0.49,2.0,0.2322155643923927,0.055908873019859695
0.5,2.0,0.23171210766927225,0.05693172178606197
0.51,2.0,0.23120062023231816,0.05794792225984215
0.52,2.0,0.2306812164680135,0.05895738927675281
0.53,2.0,0.23015401176545042,0.05996004006901788
0.54,2.0,0.22961912245788277,0.06095579427424711
0.55,2.0,0.2290766657644477,0.061944573942548375
0.56,2.0,0.22852675973210232,0.06292630354205543
0.5700000000000001,2.0,0.2279695231778242,0.06390090996289151
0.58,2.0,0.2274050756311199,0.06486832251958888
0.59,2.0,0.22683353727688677,0.06582847295198771
0.6,2.0,0.22625502889867066,0.06678129542463715
0.61,2.0,0.22566967182236275,0.06772672652472465
0.62,2.0,0.22507758786037455,0.06866470525855882
0.63,2.0,0.22447889925633202,0.069595173046634
0.64,2.0,0.22387372863032592,0.07051807371730429
0.65,2.0,0.22326219892475535,0.07143335349909723
0.66,2.0,0.22264443335080006,0.07234096101169704
0.67,2.0,0.2220205553355546,0.07324084725562874
0.68,2.0,0.22139068846985777,0.07413296560067566
0.6900000000000001,2.0,0.22075495645684748,0.07501727177306268
0.7000000000000001,2.0,0.22011348306127107,0.07589372384143914
0.71,2.0,0.2194663920595789,0.07676228220169534
0.72,2.0,0.21881380719082766,0.07762290956064741
0.73,2.0,0.21815585210841895,0.07847557091862575
0.74,2.0,0.2174926503326968,0.07932023355100304
0.75,2.0,0.21682432520442507,0.08015686698869688
0.76,2.0,0.21615099983916752,0.08098544299768459
0.77,2.0,0.21547279708258804,0.08180593555756589
0.78,2.0,0.21478983946668948,0.08261832083921043
0.79,2.0,0.2141022491670078,0.08342257718152743
0.8,2.0,0.21341014796077593,0.08421868506739381
0.81,2.0,0.21271365718607116,0.08500662709877835
0.8200000000000001,2.0,0.21201289770195833,0.08578638797109861
0.8300000000000001,2.0,0.21130798984963953,0.08655795444684779
0.84,2.0,0.2105990534146195,0.08732131532852773
0.85,2.0,0.2098862075898957,0.0880764614309256
0.86,2.0,0.20916957094017896,0.08882338555276983
0.87,2.0,0.208449261367151,0.08956208244780206
0.88,2.0,0.2077253960757632,0.0902925487953006
0.89,2.0,0.20699809154157875,0.09101478317009103
0.9,2.0,0.2062674634791623,0.09172878601207929
0.91,2.0,0.20553362681151538,0.09243455959534168
0.92,2.0,0.2047966956405596,0.09313210799680627
0.93,2.0,0.20405678321866483,0.09382143706455932
0.9400000000000001,2.0,0.20331400192122057,0.0945025543858105
0.9500000000000001,2.0,0.20256846322024716,0.09517546925454874
0.96,2.0,0.20182027765904223,0.09584019263892211
0.97,2.0,0.20106955482785752,0.09649673714837248
0.98,2.0,0.20031640334059886,0.09714511700055566
0.99,2.0,0.19956093081254386,0.0977853479880788
1.0,2.0,0.19880324383906778,0.09841744744508306
1.01,2.0,0.19804344797536996,0.09904143421370175
1.02,2.0,0.19728164771719078,0.0996573286104217
1.03,2.0,0.19651794648250936,0.10026515239237553
1.04,2.0,0.19575244659421082,0.10086492872359215
1.05,2.0,0.19498524926371183,0.10145668214123117
1.06,2.0,0.19421645457553194,0.10204043852182665
1.07,2.0,0.19344616147279856,0.10261622504756551
1.08,2.0,0.19267446774367186,0.1031840701726238
1.09,2.0,0.19190147000867594,0.10374400358958456
1.1,2.0,0.19112726370892202,0.10429605619595904
1.11,2.0,0.19035194309520906,0.1048402600608339
1.12,2.0,0.1895756012179867,0.10537664839166432
1.1300000000000001,2.0,0.18879832991816473,0.10590525550123366
1.1400000000000001,2.0,0.18802021981875394,0.10642611677479907
1.1500000000000001,2.0,0.18724136031732147,0.10693926863744119
1.16,2.0,0.18646183957924442,0.10744474852163617
1.17,2.0,0.18568174453174585,0.10794259483506721
1.18,2.0,0.1849011608586948,0.10843284692869119
1.19,2.0,0.18412017299615463,0.10891554506507703
1.2,2.0,0.1833388641286617,0.10939073038702965
1.21,2.0,0.18255731618621684,0.10985844488651435
1.22,2.0,0.18177560984197277,0.11031873137389454
1.23,2.0,0.18099382451059906,0.11077163344749566
1.24,2.0,0.18021203834730748,0.11121719546350738
1.25,2.0,0.17943032824752006,0.11165546250623526
1.26,2.0,0.17864876984716146,0.1120864803587124
1.27,2.0,0.17786743752355874,0.11251029547368117
1.28,2.0,0.17708640439693,0.11292695494495424
1.29,2.0,0.1763057423324449,0.11333650647916343
1.3,2.0,0.17552552194283902,0.11373899836790485
1.31,2.0,0.17474581259156455,0.11413447946028703
1.32,2.0,0.17396668239645974,0.1145229991358894
1.33,2.0,0.1731881982339202,0.11490460727813717
1.34,2.0,0.1724104257435543,0.11527935424809828
1.35,2.0,0.17163342933330594,0.11564729085870731
1.36,2.0,0.1708572721850274,0.1160084683494211
1.37,2.0,0.17008201626048594,0.1163629383613101
1.3800000000000001,2.0,0.1693077223077874,0.11671075291258888
1.3900000000000001,2.0,0.16853444986820024,0.11705196437458883
1.4000000000000001,2.0,0.16776225728336386,0.11738662544817545
