alpha_odd_loop,beta_even_loop,r_eff,u_eff,r_coex,r_daughter_spinodal,class
1.0,7.5,3.0,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
1.2,7.5,2.8,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
1.4000000000000001,7.5,2.5999999999999996,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
1.6,7.5,2.4,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
1.8,7.5,2.2,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
2.0,7.5,2.0,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
2.2,7.5,1.7999999999999998,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
2.4,7.5,1.6,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
2.6,7.5,1.4,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
2.8000000000000003,7.5,1.1999999999999997,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
3.0,7.5,1.0,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
3.2,7.5,0.7999999999999998,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
3.4,7.5,0.6000000000000001,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
3.6,7.5,0.3999999999999999,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
3.8000000000000003,7.5,0.19999999999999973,-79.5,4.11474609375,5.486328125,daughter_global_parent_metastable
4.0,7.5,0.0,-79.5,4.11474609375,5.486328125,parent_unstable
4.2,7.5,-0.20000000000000018,-79.5,4.11474609375,5.486328125,parent_unstable
4.4,7.5,-0.40000000000000036,-79.5,4.11474609375,5.486328125,parent_unstable
0.0,8.0,4.0,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
0.2,8.0,3.8,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
0.4,8.0,3.6,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
0.6,8.0,3.4,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
0.8,8.0,3.2,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
1.0,8.0,3.0,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
1.2,8.0,2.8,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
1.4000000000000001,8.0,2.5999999999999996,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
1.6,8.0,2.4,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
1.8,8.0,2.2,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
2.0,8.0,2.0,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
2.2,8.0,1.7999999999999998,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
2.4,8.0,1.6,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
2.6,8.0,1.4,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
2.8000000000000003,8.0,1.1999999999999997,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
3.0,8.0,1.0,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
3.2,8.0,0.7999999999999998,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
3.4,8.0,0.6000000000000001,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
3.6,8.0,0.3999999999999999,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
3.8000000000000003,8.0,0.19999999999999973,-80.0,4.166666666666667,5.555555555555555,daughter_global_parent_metastable
4.0,8.0,0.0,-80.0,4.166666666666667,5.555555555555555,parent_unstable
4.2,8.0,-0.20000000000000018,-80.0,4.166666666666667,5.555555555555555,parent_unstable
4.4,8.0,-0.40000000000000036,-80.0,4.166666666666667,5.555555555555555,parent_unstable
0.0,8.5,4.0,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
0.2,8.5,3.8,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
0.4,8.5,3.6,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
0.6,8.5,3.4,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
0.8,8.5,3.2,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
1.0,8.5,3.0,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
1.2,8.5,2.8,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
1.4000000000000001,8.5,2.5999999999999996,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
1.6,8.5,2.4,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
1.8,8.5,2.2,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
2.0,8.5,2.0,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
2.2,8.5,1.7999999999999998,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
2.4,8.5,1.6,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
2.6,8.5,1.4,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
2.8000000000000003,8.5,1.1999999999999997,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
3.0,8.5,1.0,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
3.2,8.5,0.7999999999999998,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
3.4,8.5,0.6000000000000001,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
3.6,8.5,0.3999999999999999,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
3.8000000000000003,8.5,0.19999999999999973,-80.5,4.218912760416667,5.625217013888889,daughter_global_parent_metastable
4.0,8.5,0.0,-80.5,4.218912760416667,5.625217013888889,parent_unstable
4.2,8.5,-0.20000000000000018,-80.5,4.218912760416667,5.625217013888889,parent_unstable
4.4,8.5,-0.40000000000000036,-80.5,4.218912760416667,5.625217013888889,parent_unstable
0.0,9.0,4.0,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
0.2,9.0,3.8,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
0.4,9.0,3.6,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
0.6,9.0,3.4,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
0.8,9.0,3.2,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
1.0,9.0,3.0,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
1.2,9.0,2.8,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
1.4000000000000001,9.0,2.5999999999999996,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
1.6,9.0,2.4,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
1.8,9.0,2.2,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
2.0,9.0,2.0,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
2.2,9.0,1.7999999999999998,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
2.4,9.0,1.6,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
2.6,9.0,1.4,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
2.8000000000000003,9.0,1.1999999999999997,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
3.0,9.0,1.0,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
3.2,9.0,0.7999999999999998,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
3.4,9.0,0.6000000000000001,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
3.6,9.0,0.3999999999999999,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
3.8000000000000003,9.0,0.19999999999999973,-81.0,4.271484375,5.6953125,daughter_global_parent_metastable
4.0,9.0,0.0,-81.0,4.271484375,5.6953125,parent_unstable
4.2,9.0,-0.20000000000000018,-81.0,4.271484375,5.6953125,parent_unstable
4.4,9.0,-0.40000000000000036,-81.0,4.271484375,5.6953125,parent_unstable
0.0,9.5,4.0,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
0.2,9.5,3.8,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
0.4,9.5,3.6,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
0.6,9.5,3.4,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
0.8,9.5,3.2,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
1.0,9.5,3.0,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
1.2,9.5,2.8,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
1.4000000000000001,9.5,2.5999999999999996,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
1.6,9.5,2.4,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
1.8,9.5,2.2,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
2.0,9.5,2.0,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
2.2,9.5,1.7999999999999998,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
2.4,9.5,1.6,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
2.6,9.5,1.4,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
2.8000000000000003,9.5,1.1999999999999997,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
3.0,9.5,1.0,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
3.2,9.5,0.7999999999999998,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
3.4,9.5,0.6000000000000001,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
3.6,9.5,0.3999999999999999,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
3.8000000000000003,9.5,0.19999999999999973,-81.5,4.324381510416667,5.765842013888889,daughter_global_parent_metastable
4.0,9.5,0.0,-81.5,4.324381510416667,5.765842013888889,parent_unstable
4.2,9.5,-0.20000000000000018,-81.5,4.324381510416667,5.765842013888889,parent_unstable
4.4,9.5,-0.40000000000000036,-81.5,4.324381510416667,5.765842013888889,parent_unstable
0.0,10.0,4.0,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
0.2,10.0,3.8,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
0.4,10.0,3.6,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
0.6,10.0,3.4,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
0.8,10.0,3.2,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
1.0,10.0,3.0,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
1.2,10.0,2.8,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
1.4000000000000001,10.0,2.5999999999999996,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
1.6,10.0,2.4,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
1.8,10.0,2.2,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
2.0,10.0,2.0,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
2.2,10.0,1.7999999999999998,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
2.4,10.0,1.6,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
2.6,10.0,1.4,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
2.8000000000000003,10.0,1.1999999999999997,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
3.0,10.0,1.0,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
3.2,10.0,0.7999999999999998,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
3.4,10.0,0.6000000000000001,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
3.6,10.0,0.3999999999999999,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
3.8000000000000003,10.0,0.19999999999999973,-82.0,4.377604166666667,5.836805555555555,daughter_global_parent_metastable
4.0,10.0,0.0,-82.0,4.377604166666667,5.836805555555555,parent_unstable
4.2,10.0,-0.20000000000000018,-82.0,4.377604166666667,5.836805555555555,parent_unstable
4.4,10.0,-0.40000000000000036,-82.0,4.377604166666667,5.836805555555555,parent_unstable
0.0,10.5,4.0,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
0.2,10.5,3.8,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
0.4,10.5,3.6,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
0.6,10.5,3.4,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
0.8,10.5,3.2,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
1.0,10.5,3.0,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
1.2,10.5,2.8,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
1.4000000000000001,10.5,2.5999999999999996,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
1.6,10.5,2.4,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
1.8,10.5,2.2,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
2.0,10.5,2.0,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
2.2,10.5,1.7999999999999998,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
2.4,10.5,1.6,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
2.6,10.5,1.4,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
2.8000000000000003,10.5,1.1999999999999997,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
3.0,10.5,1.0,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
3.2,10.5,0.7999999999999998,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
3.4,10.5,0.6000000000000001,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
3.6,10.5,0.3999999999999999,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
3.8000000000000003,10.5,0.19999999999999973,-82.5,4.43115234375,5.908203125,daughter_global_parent_metastable
4.0,10.5,0.0,-82.5,4.43115234375,5.908203125,parent_unstable
4.2,10.5,-0.20000000000000018,-82.5,4.43115234375,5.908203125,parent_unstable
4.4,10.5,-0.40000000000000036,-82.5,4.43115234375,5.908203125,parent_unstable
0.0,11.0,4.0,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
0.2,11.0,3.8,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
0.4,11.0,3.6,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
0.6,11.0,3.4,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
0.8,11.0,3.2,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
1.0,11.0,3.0,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
1.2,11.0,2.8,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
1.4000000000000001,11.0,2.5999999999999996,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
1.6,11.0,2.4,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
1.8,11.0,2.2,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
2.0,11.0,2.0,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
2.2,11.0,1.7999999999999998,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
2.4,11.0,1.6,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
2.6,11.0,1.4,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
2.8000000000000003,11.0,1.1999999999999997,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
3.0,11.0,1.0,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
3.2,11.0,0.7999999999999998,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
3.4,11.0,0.6000000000000001,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
3.6,11.0,0.3999999999999999,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
3.8000000000000003,11.0,0.19999999999999973,-83.0,4.485026041666667,5.980034722222222,daughter_global_parent_metastable
4.0,11.0,0.0,-83.0,4.485026041666667,5.980034722222222,parent_unstable
4.2,11.0,-0.20000000000000018,-83.0,4.485026041666667,5.980034722222222,parent_unstable
4.4,11.0,-0.40000000000000036,-83.0,4.485026041666667,5.980034722222222,parent_unstable
0.0,11.5,4.0,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
0.2,11.5,3.8,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
0.4,11.5,3.6,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
0.6,11.5,3.4,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
0.8,11.5,3.2,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
1.0,11.5,3.0,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
1.2,11.5,2.8,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
1.4000000000000001,11.5,2.5999999999999996,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
1.6,11.5,2.4,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
1.8,11.5,2.2,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
2.0,11.5,2.0,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
2.2,11.5,1.7999999999999998,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
2.4,11.5,1.6,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
2.6,11.5,1.4,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
2.8000000000000003,11.5,1.1999999999999997,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
3.0,11.5,1.0,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
3.2,11.5,0.7999999999999998,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
3.4,11.5,0.6000000000000001,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
3.6,11.5,0.3999999999999999,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
3.8000000000000003,11.5,0.19999999999999973,-83.5,4.539225260416667,6.052300347222222,daughter_global_parent_metastable
4.0,11.5,0.0,-83.5,4.539225260416667,6.052300347222222,parent_unstable
4.2,11.5,-0.20000000000000018,-83.5,4.539225260416667,6.052300347222222,parent_unstable
4.4,11.5,-0.40000000000000036,-83.5,4.539225260416667,6.052300347222222,parent_unstable
0.0,12.0,4.0,-84.0,4.59375,6.125,daughter_global_parent_metastable
0.2,12.0,3.8,-84.0,4.59375,6.125,daughter_global_parent_metastable
0.4,12.0,3.6,-84.0,4.59375,6.125,daughter_global_parent_metastable
0.6,12.0,3.4,-84.0,4.59375,6.125,daughter_global_parent_metastable
0.8,12.0,3.2,-84.0,4.59375,6.125,daughter_global_parent_metastable
1.0,12.0,3.0,-84.0,4.59375,6.125,daughter_global_parent_metastable
1.2,12.0,2.8,-84.0,4.59375,6.125,daughter_global_parent_metastable
1.4000000000000001,12.0,2.5999999999999996,-84.0,4.59375,6.125,daughter_global_parent_metastable
1.6,12.0,2.4,-84.0,4.59375,6.125,daughter_global_parent_metastable
1.8,12.0,2.2,-84.0,4.59375,6.125,daughter_global_parent_metastable
2.0,12.0,2.0,-84.0,4.59375,6.125,daughter_global_parent_metastable
2.2,12.0,1.7999999999999998,-84.0,4.59375,6.125,daughter_global_parent_metastable
2.4,12.0,1.6,-84.0,4.59375,6.125,daughter_global_parent_metastable
2.6,12.0,1.4,-84.0,4.59375,6.125,daughter_global_parent_metastable
2.8000000000000003,12.0,1.1999999999999997,-84.0,4.59375,6.125,daughter_global_parent_metastable
3.0,12.0,1.0,-84.0,4.59375,6.125,daughter_global_parent_metastable
3.2,12.0,0.7999999999999998,-84.0,4.59375,6.125,daughter_global_parent_metastable
3.4,12.0,0.6000000000000001,-84.0,4.59375,6.125,daughter_global_parent_metastable
3.6,12.0,0.3999999999999999,-84.0,4.59375,6.125,daughter_global_parent_metastable
3.8000000000000003,12.0,0.19999999999999973,-84.0,4.59375,6.125,daughter_global_parent_metastable
4.0,12.0,0.0,-84.0,4.59375,6.125,parent_unstable
4.2,12.0,-0.20000000000000018,-84.0,4.59375,6.125,parent_unstable
4.4,12.0,-0.40000000000000036,-84.0,4.59375,6.125,parent_unstable
0.0,12.5,4.0,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
0.2,12.5,3.8,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
0.4,12.5,3.6,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
0.6,12.5,3.4,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
0.8,12.5,3.2,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
1.0,12.5,3.0,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
1.2,12.5,2.8,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
1.4000000000000001,12.5,2.5999999999999996,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
1.6,12.5,2.4,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
1.8,12.5,2.2,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
2.0,12.5,2.0,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
2.2,12.5,1.7999999999999998,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
2.4,12.5,1.6,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
2.6,12.5,1.4,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
2.8000000000000003,12.5,1.1999999999999997,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
3.0,12.5,1.0,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
3.2,12.5,0.7999999999999998,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
3.4,12.5,0.6000000000000001,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
3.6,12.5,0.3999999999999999,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
3.8000000000000003,12.5,0.19999999999999973,-84.5,4.648600260416667,6.198133680555555,daughter_global_parent_metastable
4.0,12.5,0.0,-84.5,4.648600260416667,6.198133680555555,parent_unstable
4.2,12.5,-0.20000000000000018,-84.5,4.648600260416667,6.198133680555555,parent_unstable
4.4,12.5,-0.40000000000000036,-84.5,4.648600260416667,6.198133680555555,parent_unstable
0.0,13.0,4.0,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
0.2,13.0,3.8,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
0.4,13.0,3.6,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
0.6,13.0,3.4,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
0.8,13.0,3.2,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
1.0,13.0,3.0,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
1.2,13.0,2.8,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
1.4000000000000001,13.0,2.5999999999999996,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
1.6,13.0,2.4,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
1.8,13.0,2.2,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
2.0,13.0,2.0,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
2.2,13.0,1.7999999999999998,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
2.4,13.0,1.6,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
2.6,13.0,1.4,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
2.8000000000000003,13.0,1.1999999999999997,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
3.0,13.0,1.0,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
3.2,13.0,0.7999999999999998,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
3.4,13.0,0.6000000000000001,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
3.6,13.0,0.3999999999999999,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
3.8000000000000003,13.0,0.19999999999999973,-85.0,4.703776041666667,6.271701388888889,daughter_global_parent_metastable
4.0,13.0,0.0,-85.0,4.703776041666667,6.271701388888889,parent_unstable
4.2,13.0,-0.20000000000000018,-85.0,4.703776041666667,6.271701388888889,parent_unstable
4.4,13.0,-0.40000000000000036,-85.0,4.703776041666667,6.271701388888889,parent_unstable
0.0,13.5,4.0,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
0.2,13.5,3.8,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
0.4,13.5,3.6,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
0.6,13.5,3.4,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
0.8,13.5,3.2,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
1.0,13.5,3.0,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
1.2,13.5,2.8,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
1.4000000000000001,13.5,2.5999999999999996,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
1.6,13.5,2.4,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
1.8,13.5,2.2,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
2.0,13.5,2.0,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
2.2,13.5,1.7999999999999998,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
2.4,13.5,1.6,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
2.6,13.5,1.4,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
2.8000000000000003,13.5,1.1999999999999997,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
3.0,13.5,1.0,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
3.2,13.5,0.7999999999999998,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
3.4,13.5,0.6000000000000001,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
3.6,13.5,0.3999999999999999,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
3.8000000000000003,13.5,0.19999999999999973,-85.5,4.75927734375,6.345703125,daughter_global_parent_metastable
4.0,13.5,0.0,-85.5,4.75927734375,6.345703125,parent_unstable
4.2,13.5,-0.20000000000000018,-85.5,4.75927734375,6.345703125,parent_unstable
4.4,13.5,-0.40000000000000036,-85.5,4.75927734375,6.345703125,parent_unstable
0.0,14.0,4.0,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
0.2,14.0,3.8,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
0.4,14.0,3.6,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
0.6,14.0,3.4,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
0.8,14.0,3.2,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
1.0,14.0,3.0,-86.0,4.815104166666667,6.420138888888889,daughter_global_parent_metastable
